iter	Logloss
162	0.1707442412
163	0.1703439883
164	0.1696561998
165	0.1690204873
166	0.1683275295
167	0.1677310282
168	0.1670438729
169	0.1665095836
170	0.165885784
171	0.1653832553
172	0.1649961281
173	0.1645335612
174	0.1640299211
175	0.1633550627
176	0.1628552681
177	0.1623077112
178	0.1615904524
179	0.1609987992
180	0.1602798389
181	0.1598042418
182	0.159193472
183	0.1588363918
184	0.1583571723
185	0.1579653181
186	0.1575970122
187	0.1571488056
188	0.1567192002
189	0.1561128035
190	0.155684644
191	0.1553293892
192	0.1548556884
193	0.1543359652
194	0.1539702718
195	0.1535946783
196	0.1532077778
197	0.1528983319
198	0.1524475729
199	0.1520864197
200	0.1516172834
201	0.1512758029
202	0.1507975895
203	0.1504020418
204	0.1500298391
205	0.1496118193
206	0.1490897886
207	0.1488547151
208	0.1484331708
209	0.1480692885
210	0.1477748387
211	0.1471694091
212	0.1468286621
213	0.146466395
214	0.1460762635
215	0.1457970668
216	0.1454627885
217	0.1449734567
218	0.1446639518
219	0.1444535745
220	0.1441387174
221	0.1437653546
222	0.1435045593
223	0.1431485816
224	0.1428379038
225	0.1425204894
226	0.142243176
227	0.1419405144
228	0.141700939
229	0.1416039771
230	0.1412469835
231	0.1409117947
232	0.1406392153
233	0.140390614
234	0.1400765521
235	0.1397819277
236	0.1394230817
237	0.1390195913
238	0.1387084539
239	0.1381350913
240	0.1378113363
241	0.1375279805
242	0.1372011608
243	0.1370080334
244	0.1365778094
245	0.1362073867
246	0.1358175209
247	0.1356743882
248	0.135396506
249	0.1350434719
250	0.1347477352
251	0.1343730947
252	0.1340464753
253	0.1337777573
254	0.133546712
255	0.1333164047
256	0.1330808953
257	0.1327684288
258	0.13247125
259	0.1322796943
260	0.1318566213
261	0.1316627439
262	0.1314953924
263	0.1312379766
264	0.1308800519
265	0.1306320249
266	0.1304535013
267	0.1302674999
268	0.129903249
269	0.1296330228
270	0.1294150764
271	0.1292113915
272	0.1289687961
273	0.1286279753
274	0.1282490387
275	0.1280714191
276	0.1277839302
277	0.1275871779
278	0.1272921123
279	0.126999786
280	0.1268535016
281	0.1264671981
282	0.1262670999
283	0.1259872997
284	0.1257359623
285	0.1254985159
286	0.1252435581
287	0.1250413911
288	0.1246310848
289	0.1244201556
290	0.1241828924
291	0.1239388519
292	0.123660195
293	0.1234869033
294	0.1232179496
295	0.1230648852
296	0.1227096029
297	0.122492427
298	0.1222579857
299	0.1219752815
300	0.1217606374
301	0.1215289183
302	0.1212532109
303	0.1210792815
304	0.1208560311
305	0.1206067586
306	0.1204278357
307	0.1201838325
308	0.1199055033
309	0.1196786848
310	0.1193801547
311	0.1191119424
312	0.1188635593
313	0.1186220823
314	0.1184460998
315	0.1182966605
316	0.1182043858
317	0.1180189332
318	0.1178317898
319	0.1176158154
320	0.1174045345
321	0.1172359513
322	0.1170056193
323	0.1167718907
324	0.1166732597
325	0.1164715951
326	0.1162702194
327	0.1160743726
328	0.1159033623
329	0.1156745937
330	0.1154249337
331	0.1152013583
332	0.1150160964
333	0.1148792037
334	0.1147560224
335	0.1144739551
336	0.1142523397
337	0.1139306292
338	0.1137506195
339	0.1136150959
340	0.1133818484
341	0.1130834288
342	0.1128139675
343	0.1126353711
344	0.1124170382
345	0.112212163
346	0.1120369124
347	0.1117798754
348	0.1115703468
349	0.1113970142
350	0.1112615019
351	0.1110366604
352	0.1108059663
353	0.1105729975
354	0.1105179487
355	0.1103120037
356	0.1100572705
357	0.1100002921
358	0.1097931418
359	0.1096388229
360	0.1093757501
361	0.1091333041
362	0.1089805263
363	0.1087984844
364	0.108713019
365	0.1084749306
366	0.108274486
367	0.1081902547
368	0.1081214824
369	0.1078805015
370	0.1076952834
371	0.1075229902
372	0.1073205662
373	0.1071696232
374	0.1069221411
375	0.1067646282
376	0.1065322053
377	0.1064028892
378	0.1062429484
379	0.106070798
380	0.1059595871
381	0.1058383826
382	0.1057046766
383	0.1055021781
384	0.1053816451
385	0.1052331843
386	0.1051281428
387	0.1050273421
388	0.1048550015
389	0.1046918066
390	0.1045170906
391	0.1043574765
392	0.104200186
393	0.1040012332
394	0.1038873166
395	0.1036688967
396	0.1035436367
397	0.1033818692
398	0.1031151734
399	0.1029245696
400	0.1027949489
401	0.1026327953
402	0.1025124284
403	0.1023438431
404	0.1022119447
405	0.1020573499
406	0.1019064712
407	0.1017449019
408	0.1016507934
409	0.1014630448
410	0.1013539541
411	0.1011775592
412	0.100999593
413	0.1009043408
414	0.1007541037
415	0.1006357338
416	0.1005809658
417	0.1004740623
418	0.1002467118
419	0.1001120899
420	0.09996319338
421	0.09980223441
422	0.09963329287
423	0.09949487979
424	0.09928643225
425	0.09916759222
426	0.09913783896
427	0.09889812092
428	0.09868839131
429	0.09849772522
430	0.09838847537
431	0.09830744381
432	0.09813326002
433	0.0979753187
434	0.09783360647
435	0.0977115381
436	0.09756299079
437	0.0974324244
438	0.09729456646
439	0.09721696128
440	0.09710191125
441	0.09705145008
442	0.09690005037
443	0.09672457458
444	0.09659062226
445	0.09648413636
446	0.09633349049
447	0.09624148657
448	0.09613712209
449	0.09597054716
450	0.09589498815
451	0.09574954793
452	0.09565697598
453	0.09552321188
454	0.09538782312
455	0.09525443321
456	0.09500374855
457	0.09487477722
458	0.09469733177
459	0.094508086
460	0.09425423053
461	0.09409926402
462	0.09397197807
463	0.09385561167
464	0.09365362359
465	0.09351204898
466	0.09324870314
467	0.09311184578
468	0.09287304302
469	0.09272323537
470	0.09261705825
471	0.09233450271
472	0.09209130792
473	0.09198893263
474	0.09187119199
475	0.09175238864
476	0.09159057891
477	0.09142715797
478	0.09128702683
479	0.09119876087
480	0.09094434312
481	0.0908388515
482	0.09068232199
483	0.09051995998
484	0.09036233716
485	0.09026622119
486	0.09014725038
487	0.0899672207
488	0.08983968453
489	0.08977436147
490	0.08954658555
491	0.08944059813
492	0.08929779232
493	0.08912539322
494	0.08904624985
495	0.08895899789
496	0.08881017494
497	0.08872717791
498	0.08862331951
499	0.08851423447
500	0.08833383868
501	0.08819145922
502	0.08807667083
503	0.08798723654
504	0.08786712852
505	0.08777507389
506	0.08764279628
507	0.08755348863
508	0.0874576395
509	0.08729682003
510	0.08710144363
511	0.08694087926
512	0.08680573277
513	0.086685511
514	0.08659864467
515	0.08644442317
516	0.08630766367
517	0.08620554936
518	0.08612722015
519	0.08605383561
520	0.08588525923
521	0.08580237832
522	0.0856739022
523	0.08556180963
524	0.0854199118
525	0.085317449
526	0.08517772886
527	0.08509178221
528	0.08501900853
529	0.08481922731
530	0.08468923642
531	0.08449680283
532	0.08438123785
533	0.08428621217
534	0.08411127013
535	0.08398359988
536	0.08381418322
537	0.08372755589
538	0.08359975495
539	0.0834392908
540	0.08338578535
541	0.08331608892
542	0.08321416207
543	0.08310631886
544	0.08302657292
545	0.08289666658
546	0.08283853026
547	0.08270468998
548	0.08260030294
549	0.08247025967
550	0.08227880799
551	0.08219802526
552	0.08207689249
553	0.08191104643
554	0.08174401178
555	0.08166512087
556	0.08155218753
557	0.08142091506
558	0.08131932788
559	0.08115425089
560	0.08098792878
561	0.08080105755
562	0.08072557614
563	0.08064513919
564	0.08045526593
565	0.08027941557
566	0.08014841415
567	0.0800050727
568	0.07988179408
569	0.07978649326
570	0.07972879432
571	0.07949600727
572	0.07936776382
573	0.07927564434
574	0.07912617061
575	0.07899657216
576	0.07893121946
577	0.07876690068
578	0.07868520364
579	0.07859507797
580	0.07850351981
581	0.07842874277
582	0.07831624723
583	0.07823890539
584	0.07814755479
585	0.07803332629
586	0.07790865897
587	0.07779943328
588	0.07768608118
589	0.07753581396
590	0.07744710581
591	0.0773573277
592	0.07728299929
593	0.07714768989
594	0.07702588688
595	0.07694625615
596	0.07685398478
597	0.0768163567
598	0.07671265
599	0.07665007286
600	0.07651328354
601	0.07644130002
602	0.07632269318
603	0.07625333782
604	0.07610989218
605	0.07598997864
606	0.07583636112
607	0.07577020296
608	0.07567879987
609	0.07554951257
610	0.07547307755
611	0.07537372832
612	0.07525758469
613	0.07515763033
614	0.07504852967
615	0.07498592295
616	0.07490706881
617	0.07483819964
618	0.07477008266
619	0.07469488878
620	0.07461987441
621	0.07442613821
622	0.07430099263
623	0.07417689679
624	0.07411124688
625	0.07405081119
626	0.073890222
627	0.07381334855
628	0.07366749332
629	0.07357036607
630	0.07341280693
631	0.07332717575
632	0.07324754436
633	0.07312604979
634	0.07303918664
635	0.0729760394
636	0.07291921081
637	0.0728490592
638	0.07277383336
639	0.07262259291
640	0.07249843858
641	0.07240389686
642	0.07231124618
643	0.07220012365
644	0.07208249952
645	0.07200107454
646	0.07190961744
647	0.07177614539
648	0.07170349517
649	0.07155698685
650	0.07147859273
651	0.07136405922
652	0.07121751482
653	0.07113719815
654	0.07107127244
655	0.07104218151
656	0.07094274162
657	0.07086169979
658	0.07074817065
659	0.07058723266
660	0.07047698505
661	0.07039028049
662	0.07027766746
663	0.07017821353
664	0.07011365281
665	0.06998811351
666	0.06990009472
667	0.06977570924
668	0.06965477986
669	0.06957068172
670	0.06946483062
671	0.06933298669
672	0.06922823976
673	0.06916079643
674	0.06908303661
675	0.068960845
676	0.06888260093
677	0.06876082254
678	0.06857785306
679	0.06849809079
680	0.06842735107
681	0.06831327449
682	0.06815265574
683	0.06802913452
684	0.06794206403
685	0.06786283008
686	0.06773801536
687	0.06766665158
688	0.06760389816
689	0.06750270469
690	0.06740606553
691	0.06736314592
692	0.06727125117
693	0.06719240269
694	0.06709391814
695	0.06698536711
696	0.06684498973
697	0.06673423341
698	0.06667381921
699	0.06657379761
700	0.06642389845
701	0.06635611177
702	0.06628988605
703	0.06622006568
704	0.06611349841
705	0.06600483934
706	0.06595016791
707	0.06587553531
708	0.06576440543
709	0.06566829976
710	0.06554666994
711	0.0654651974
712	0.06533773336
713	0.06524154572
714	0.06513057911
715	0.06499724957
716	0.06496107951
717	0.06487416523
718	0.06477765448
719	0.06469908673
720	0.06455873561
721	0.06444718499
722	0.06439806183
723	0.06430287144
724	0.0642239507
725	0.06412211395
726	0.06402574317
727	0.06396949619
728	0.06390295132
729	0.06377873613
730	0.06370113294
731	0.06364370798
732	0.06348382891
733	0.06341501467
734	0.06332075705
735	0.06323242516
736	0.06315162241
737	0.06305125053
738	0.06295401601
739	0.06288625841
740	0.06277205259
741	0.06260690667
742	0.06255016001
743	0.06245903516
744	0.06231640517
745	0.06224841385
746	0.06219934925
747	0.06215499658
748	0.06204600921
749	0.06196050093
750	0.06186443238
751	0.06178246744
752	0.06173601918
753	0.06166205587
754	0.06158866464
755	0.06151931999
756	0.06137431186
757	0.06125828066
758	0.06113914361
759	0.06106576342
760	0.06101087797
761	0.06092389813
762	0.06084040437
763	0.06074763178
764	0.06069044699
765	0.06061299555
766	0.06049994474
767	0.06041537368
768	0.06035264662
769	0.06026446525
770	0.06014362928
771	0.06004424574
772	0.05992820422
773	0.05982778478
774	0.05972347952
775	0.05965751094
776	0.05960082036
777	0.05951669462
778	0.05943648417
779	0.05938076895
780	0.05933056859
781	0.05928046235
782	0.05921531157
783	0.05912937833
784	0.05907522468
785	0.0590148544
786	0.05892603181
787	0.05884001089
788	0.05874055359
789	0.05865627518
790	0.05859663749
791	0.0585361815
792	0.05843300312
793	0.05830774186
794	0.05820744827
795	0.05812012091
796	0.05803681974
797	0.05799858269
798	0.05792407522
799	0.0578985014
800	0.05787846724
801	0.05781295001
802	0.05777907737
803	0.05770620893
804	0.05761467491
805	0.05753198493
806	0.05746683123
807	0.05741498999
808	0.05732639912
809	0.05722370778
810	0.05715372336
811	0.05712341499
812	0.05710015638
813	0.05705287459
814	0.05700032513
815	0.05692645864
816	0.05683372708
817	0.05674633184
818	0.05665715994
819	0.05658550891
820	0.05648157239
821	0.05637424721
822	0.05635304092
823	0.05623093957
824	0.05617659189
825	0.05612770731
826	0.05607738389
827	0.056027891
828	0.05596846675
829	0.05590182274
830	0.05582559106
831	0.05575609959
832	0.05572284257
833	0.05565891482
834	0.05559844428
835	0.0555025836
836	0.05546283103
837	0.05539762902
838	0.05533244894
839	0.05529915895
840	0.05523400687
841	0.05520461265
842	0.05517191577
843	0.055116152
844	0.05506946775
845	0.05501835485
846	0.05492482623
847	0.05482906272
848	0.05467729914
849	0.05461078386
850	0.05453235905
851	0.05439918267
852	0.05430223953
853	0.05427575144
854	0.05420647505
855	0.05412690368
856	0.05408226934
857	0.05402034161
858	0.05394415838
859	0.05385571862
860	0.0537638748
861	0.05371387299
862	0.05365636844
863	0.05362197636
864	0.05355626222
865	0.05350734751
866	0.05340015229
867	0.05333123916
868	0.05325135588
869	0.05317769602
870	0.05308381275
871	0.05302279212
872	0.05296077511
873	0.05292331205
874	0.05282360795
875	0.0527166429
876	0.05258208954
877	0.05251604065
878	0.05245721544
879	0.05239675019
880	0.05237784824
881	0.05232270159
882	0.05227182111
883	0.05221925405
884	0.05215407998
885	0.05211840046
886	0.05204840817
887	0.05202406277
888	0.05197674759
889	0.05194000602
890	0.05189047644
891	0.05181287047
892	0.05172795618
893	0.05167689394
894	0.05162828371
895	0.05154444734
896	0.0515021407
897	0.05145318357
898	0.05142449128
899	0.05131176291
900	0.05122979225
901	0.05118489177
902	0.05115907663
903	0.05113212108
904	0.05106266505
905	0.05100944451
906	0.05094652579
907	0.0509138442
908	0.0508601717
909	0.05083587801
910	0.05078541326
911	0.05074069142
912	0.05067066039
913	0.05059872265
914	0.05054449904
915	0.05047798733
916	0.05044625347
917	0.05039983498
918	0.05039140224
919	0.05033944044
920	0.05026509593
921	0.05021444293
922	0.0501644151
923	0.05010533238
924	0.05005957864
925	0.04998895495
926	0.04991220172
927	0.04983342936
928	0.04980007424
929	0.04971434544
930	0.04966381744
931	0.04960623899
932	0.04956298094
933	0.04951440043
934	0.04949627888
935	0.04944774127
936	0.04939822749
937	0.04932153424
938	0.04926506768
939	0.04921068747
940	0.04915616801
941	0.04910976389
942	0.04904789169
943	0.04900684502
944	0.04897496321
945	0.04892960614
946	0.04884869745
947	0.0488153737
948	0.04876446147
949	0.04871179632
950	0.04869522915
951	0.04868421239
952	0.04864227699
953	0.04854427039
954	0.04848285638
955	0.048463004
956	0.04838792177
957	0.04833827496
958	0.04831164966
959	0.04826319647
960	0.04818786093
961	0.04813392124
962	0.04809204138
963	0.04806801683
964	0.0480299968
965	0.04800771851
966	0.04796920229
967	0.04790265978
968	0.04784854701
969	0.04778537492
970	0.04774617592
971	0.04771762644
972	0.04764375872
973	0.04755768809
974	0.04755573678
975	0.04752829548
976	0.04748436693
977	0.0474705523
978	0.04745066293
979	0.04741051434
980	0.04736366092
981	0.04730515644
982	0.04728726047
983	0.04725602119
984	0.04722340646
985	0.04718951514
986	0.04708106571
987	0.04705634206
988	0.04697330081
989	0.04691859649
990	0.04685845131
991	0.04678569272
992	0.04674668567
993	0.04671490665
994	0.04666588092
995	0.04661836358
996	0.04660468209
997	0.0465703049
998	0.04652667693
999	0.04646439741
90966
996	0.03500042888
997	0.03495114484
998	0.03493886167
999	0.03487311648

	0.0330212911
998	0.03295748574
999	0.03294168704
